Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
3435,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeOH,62.9490622962332,15713410.0
3436,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,45.3235270032473,11069870.0
3437,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,83.058392216765,17609998.0
3438,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,38.4242718546827,8803736.0
3439,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,43.3014167346659,7971806.5
3440,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,27.7926170575499,6046271.0
3441,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,18.1183795623603,3202552.5
3442,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,48.3467942383239,10467649.0
3443,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,37.2498339322766,7280935.5
3444,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,15.0864088499012,1455880.875
3445,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,MeOH,37.728791091416,8087679.0
3446,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,20.5888434810722,4413683.5
3447,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeOH,84.5362992933467,19810928.0
3448,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,31.2803530491708,7259035.0
3449,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,64.6273988097727,13736359.0
3450,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,44.6284996158435,9976575.0
3451,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,31.5100055067856,5821376.0
3452,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,52.7824422076565,12684656.0
3453,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,18.7506938512069,4583457.5
3454,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,42.6209630103521,8802528.0
3455,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,66.5469013332365,12897612.0
3456,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,18.2188665111988,2676478.0
3457,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,,2.5,MeCN,15.6881688723221,1448445.5
3458,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,MeCN,14.7780268354717,1632086.75
3459,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,MeCN,15.691686650067,1904851.75
3460,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,MeCN,16.014599064044,3249672.75
3461,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,MeCN,19.3499384114338,3265095.25
3462,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,MeCN,17.3705755341663,2265968.75
3463,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,MeCN,15.1558847402676,2111061.25
3464,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,MeCN,14.4800539327886,2218307.5
3465,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,MeCN,19.5034311457582,3553830.75
3466,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,MeCN,16.1165137377012,2305054.5
3467,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,,2.5,MeCN,18.1618975604197,2055722.0
3468,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,MeCN,14.5720403177964,1539363.5
3469,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,NaOH,2.5,MeCN,17.9320470359251,265052.28125
3470,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeCN,17.8158752599758,508657.40625
3471,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeCN,19.4600541890312,760428.4375
3472,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeCN,20.6713011262588,2248957.5
3473,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeCN,19.6401573018221,2341784.5
3474,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeCN,29.5345148422211,404635.9375
3475,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeCN,19.4152903559553,1286234.875
3476,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeCN,19.1489948203758,1185890.625
3477,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeCN,25.2669140448225,1537023.625
3478,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeCN,20.139128134188,966408.8125
3479,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeCN,20.6834625640573,1089938.5
3480,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeCN,19.9558628924438,273445.15625
3481,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,KOH,2.5,MeCN,19.6957307857286,1839314.75
3482,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,18.8558171526689,1384211.125
3483,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,16.1174354557888,1719727.5
3484,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,16.6350881112689,2459540.25
3485,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,16.0654647028531,2384924.75
3486,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,17.9719265622092,1771330.0
3487,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,17.6066747426996,2355112.5
3488,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,17.3086383948149,2647299.5
3489,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,18.4246936533001,2234885.0
3490,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,16.9247001261907,1826626.75
3491,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,23.2558821726605,1944497.125
3492,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,19.2221953681851,2516849.25
3493,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,LiOtBu,2.5,MeCN,19.8008071912585,397564.71875
3494,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,16.7247505821641,1157810.125
3495,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,18.9124870841653,2663834.0
3496,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,16.3535285776771,2470202.5
3497,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,15.8968116377885,1311104.0
3498,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,36.6791443198554,252488.5
3499,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,24.0671062224911,259.487701416016
3500,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,16.4310165504598,2163450.0
3501,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,22.3832971808848,1691579.0
3502,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,4.65579277680126,1032615.9375
3503,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,20.8234040273494,1198637.75
3504,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,16.0562107671994,1979329.5
3505,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,MeCN,15.9489733167676,2114898.5
3506,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeCN,15.8251177191189,1594706.625
3507,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeCN,15.3395319557996,1803143.5
3508,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeCN,15.0921203104379,2397909.5
3509,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeCN,15.7347553304842,2430261.0
3510,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeCN,13.6122592797861,2014898.875
3511,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeCN,15.6169338834515,1667402.375
3512,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeCN,15.3920298293464,3035535.25
3513,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeCN,19.0582909283896,3132256.25
3514,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeCN,14.067462658379,2046115.625
3515,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeCN,19.5163272465481,1454563.75
3516,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeCN,12.2274411120822,1297506.75
3517,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,Et3N,2.5,MeCN,17.0559523269666,2066037.25
3518,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,16.0037584792056,1977699.5
3519,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,16.2314310996198,2072137.75
3520,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,12.4024892036141,1587971.125
3521,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,14.3231355152906,2175480.25
3522,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,15.5884542821281,2303564.0
3523,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,16.371397401874,1909068.0
3524,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,13.2469411389931,1371025.75
3525,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,15.9972703865402,2322200.5
3526,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,15.7975197629559,2381814.0
3527,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,20.2955310077288,1602060.375
3528,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,12.4810898939066,805485.0625
3529,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,CsF,2.5,MeCN,14.4360136738683,1895974.5
3530,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeCN,17.1721770202694,2754623.25
3531,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeCN,19.7517306971114,2834883.0
3532,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeCN,12.93833150216,1974942.25
3533,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeCN,14.180829721977,877653.75
3534,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeCN,15.6909433114875,2303386.25
3535,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeCN,22.5052598289871,3311933.25
3536,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeCN,15.1384181472258,2237005.0
3537,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeCN,15.4376725348955,1718377.875
3538,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeCN,14.170070484359,1785033.875
3539,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeCN,22.4549012703175,2566150.25
3540,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeCN,16.6626585995442,2252092.0
3541,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,MeCN,16.7894257622833,1841404.5
3542,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeCN,14.1382460560395,1314382.25
3543,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeCN,15.1927559954978,2251264.25
3544,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeCN,16.4935027479413,3607577.0
3545,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeCN,16.0208015093494,2016151.375
3546,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeCN,15.2485521100638,1843640.125
3547,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeCN,13.5281321205867,1580387.125
3548,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeCN,14.335160487124,1897358.375
3549,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeCN,16.430799016293,2792634.0
3550,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,15.2729378493191,1890055.75
3551,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,19.1997905447476,1512713.125
3552,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,15.2034708178685,1470173.75
3553,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,,2.5,THF,26.7901931378176,2075361.625
3554,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,THF,31.7632771207974,1987065.375
3555,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,THF,51.6819475304057,8727487.0
3556,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,THF,37.5697415498692,7338696.0
3557,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,THF,47.5966671471257,7885047.0
3558,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,THF,34.7458135761026,7988592.5
3559,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,THF,55.1125757011294,9833628.0
3560,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,THF,31.8465129327459,8534241.0
3561,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,THF,35.6248309679565,6015136.0
3562,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,THF,29.9206692293622,2436623.25
3563,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,,2.5,THF,38.2874115019426,3700598.0
3564,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,THF,25.5131456221865,2951410.25
3565,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,NaOH,2.5,THF,27.403374583058,4774250.0
3566,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,THF,27.1610137965696,5594389.0
3567,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,THF,47.69994280623,8130170.5
3568,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,THF,43.3026280105973,5642172.0
3569,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,THF,44.3966039489299,7383670.5
3570,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,THF,34.1056485272955,7805540.5
3571,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,THF,46.4292129672355,10764761.0
