Amine,Bromide,Catalysts,Solvent,Base,product,Yield,predict,ours,AE_predict,AE_ours,Amine_SMILES,Bromide_SMILES,Catalysts_SMILES,Base_SMILES,Solvent_SMILES
4,13,2,2,a,k,95,93,95.13,2,0.13,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,13,2,2,b,k,87,86,85.81666667,1,1.183333333,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
4,13,20,2,a,k,99,91,71.73081327,8,27.26918673,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,13,21,2,a,k,90,79,86.58,11,3.42,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,13,3,3,b,k,18,31,12.3754389,13,5.624561103,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
4,13,4,3,a,k,83,19,17.22605024,64,65.77394976,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,13,6,3,a,k,31,49,22.06624957,18,8.933750432,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,13,7,2,a,k,96,82,94.21,14,1.79,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,13,8,2,a,k,99,81,95.46,18,3.54,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,13,9,3,b,k,17,36,28.9543638,19,11.9543638,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
1007,2004,17,1,a,l,8,59,1.403909827,51,6.596090173,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
1007,2004,17,2,a,l,17,67,1.924874263,50,15.07512574,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
1007,2004,20,1,a,l,1,59,3.65751889,58,2.65751889,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
1007,2004,20,2,a,l,1,68,6.130241419,67,5.130241419,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
1010,2001,17,2,a,m,85,50,25.96,35,59.04,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
1010,2001,17,2,b,m,84,40,38.4425,44,45.5575,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
1010,2001,20,2,a,m,24,55,21.28173054,31,2.718269461,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
1010,2001,21,2,b,m,17,47,42.02,30,25.02,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
1010,2001,4,2,b,m,4,5,19.69712406,1,15.69712406,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
1010,2001,6,2,b,m,0,5,12.81089559,5,12.81089559,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
1010,2001,7,1,b,m,67,10,22.33225898,57,44.66774102,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
1010,2001,7,2,b,m,61,19,37.87,42,23.13,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
