index,SMILES,InChIKey,pSat_Pa,ChemPot_kJmol,FreeEnergy_kJmol,HeatOfVap_kJmol,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
93856,C1(O)C(OO)OOC(=O)C(=O)C1(ON(=O)(=O))C,OMXFXKUPVWKIPB-UHFFFAOYSA-N,0.0194993432,12.2628856,-2730802.7710433602,92.42866031999999,253.00699542400002,24,6,10,1,2,79.0,33.0,toluene,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0
93857,C1(O)C(OO)OOC(=O)C(=O)C1(OO)C,AAQRFXHHQCMIPF-UHFFFAOYSA-N,0.000531029855,9.72574984,-2391030.2392526404,108.86889336,224.01683183600002,23,6,9,0,3,135.0,40.0,toluene,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0
93859,C1(O)C(OO)OOC(=O)C(ON(=O)(=O))C1(ON(=O)(=O))C,FVIWXOACVLWALM-UHFFFAOYSA-N,0.0052930527,10.88442496,-3271172.31081712,105.02588936000001,300.00772369599997,28,6,12,2,2,73.0,40.0,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
93863,C1(O)C(OO)OOC(C(=O)(O))C(ON(=O)(=O))C1(=O),SZMJHUPQHTVSBD-UHFFFAOYSA-N,5.81546885e-06,9.62232136,-2928457.85114064,132.42749112,269.00191004400006,25,6,11,1,3,129.0,26.0,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0
93871,C1(O)C(OO)OOC1(C(=O)(O))C(=O),MNEUCAZQBRSSKZ-UHFFFAOYSA-N,5.8734169100000004e-05,7.1889488,-2090405.8012324001,116.76054496000002,194.00626715200002,19,5,8,0,3,82.0,39.0,toluene,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
93891,C1(O)C(OO)OOC1(C(=O)(OON(=O)(=O)))C(=O)C(=O),ZEIDEDDNBREYHY-UHFFFAOYSA-N,0.00301982634,16.8640304,-3122591.5487656803,102.65816376,282.98117460000003,24,6,12,1,2,107.0,40.0,toluene,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0
93895,C1(O)C(OO)OOC1(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))C(=O),DFZUHBDCCGCHDP-UHFFFAOYSA-N,0.00050781436,10.578783760000002,-3662969.3018151196,113.23866296000001,329.981902872,28,6,14,2,2,300.0,40.0,toluene,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
93901,C1(O)C(OO)OOC1(C(=O))C(=O)C(=O),ADKCEOTXCBZZBN-UHFFFAOYSA-N,0.00237314752,11.6235704,-2190367.19444448,94.44317264,206.00626715200002,20,6,8,0,2,90.0,40.0,toluene,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0
93902,C1(O)C(OO)OOC1(C(=O))C(=O)C(=O)(O),VTVUEEUQDVFRFW-UHFFFAOYSA-N,4.149923960000001e-05,10.91957056,-2388077.2404192,111.64493552,222.00118177200002,21,6,9,0,3,169.0,40.0,toluene,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
93910,C1(O)C(OO)OOC1(C(=O))C(OO)C(=O),JGKIGAKBYYNHCL-UHFFFAOYSA-N,1.5700878e-06,11.625244000000002,-2390938.09928832,121.58980144,224.01683183600002,23,6,9,0,3,192.0,15.0,toluene,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0
93915,C1(O)C(OO)OOC1(C(O))C(=O)(OO),GHILGYIRDWXQJN-UHFFFAOYSA-N,6.19977417e-08,6.3709768,-2290967.9877499198,146.00812752000002,212.01683183600002,22,5,9,0,4,174.0,10.0,toluene,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
93926,C1(O)C(OO)OOC1(C(ON(=O)(=O)))C(=O)(OO),DHRLYISULQOKED-UHFFFAOYSA-N,0.00279173385,16.575962,-2828122.85220912,107.88862400000001,257.00191004400006,24,5,11,1,3,136.0,11.0,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
93928,C1(O)C(OO)OOC1(C(ON(=O)(=O)))C(=O)C(=O),MPFFNKFNOBFQEF-UHFFFAOYSA-N,0.000388819769,13.46754288,-2730735.24207832,109.02550048,253.00699542400002,24,6,10,1,2,153.0,38.0,toluene,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
93936,C1(O)C(OO)OOC1(C(ON(=O)(=O)))C(ON(=O)(=O))C(=O)(OO),RAHRTFIAVABMHT-UHFFFAOYSA-N,5.894201659999999e-05,14.261289520000002,-3666166.2396892803,124.06246176000002,331.9975529359999,30,6,14,2,3,371.0,40.0,toluene,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0
93948,C1(O)C(OO)OOC1(C)C(=O),GJOBKAACTGJJOC-UHFFFAOYSA-N,0.027406841300000002,8.473562320000001,-1698310.50898376,90.06963744000001,164.032087976,19,5,6,0,2,33.0,31.0,toluene,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
93956,C1(O)C(OO)OOC1(C)C(=O)C(=O)(OO),VDURUDULRFWQJD-UHFFFAOYSA-N,0.00027248504300000004,10.30766056,-2391046.0578688,103.54713824000001,224.01683183600002,23,6,9,0,3,104.0,40.0,toluene,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
93957,C1(O)C(OO)OOC1(C)C(N(=O)(=O))(ON(=O)(=O))C(=O)(O),ZRRQRRCFGZNEIQ-UHFFFAOYSA-N,0.00106082882,12.94730432,-3271245.772736,114.64021928000001,300.00772369599997,28,6,12,2,3,142.0,12.0,toluene,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0
93962,C1(O)C(OO)OOC1(C)C(O)C(=O)(OO),PFPXIRJHHQNRRT-UHFFFAOYSA-N,8.162307220000001e-07,6.69347952,-2394257.69430232,135.81171952000003,226.03248190000002,25,6,9,0,4,126.0,10.0,toluene,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
93964,C1(O)C(OO)OOC1(C)C(ON(=O)(=O))C(=O),CLLDNFFSFOMFSG-UHFFFAOYSA-N,0.0017167935399999997,8.481846639999999,-2536352.32884464,104.57912184000001,239.02773086800002,25,6,9,1,2,70.0,34.0,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
93972,C1(O)C(OO)OOC1(C)C(OO)C(=O)(OON(=O)(=O)),MCKYFDZXMSIZBP-UHFFFAOYSA-N,0.000273166044,11.872894960000002,-3128786.6896184804,119.51520688000001,287.01247472800003,28,6,12,1,3,201.0,22.0,toluene,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0
93973,C1(O)C(OO)OOC1(N(=O)(=O))C(=O),PSMQUSDYEMTIDS-UHFFFAOYSA-N,0.032877521,15.06164688,-2132272.02143992,89.07936832,195.00151612000002,18,4,8,1,2,21.0,16.0,toluene,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
93976,C1(O)C(OO)OOC1(N(=O)(=O))C(=O)(OON(=O)(=O)),DLUIRHCNJXBFFK-UHFFFAOYSA-N,0.220457192,15.127670400000001,-3064496.1246374403,87.28263319999999,271.97642356800003,22,4,12,2,2,36.0,26.0,toluene,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
93982,C1(O)C(OO)OOC1(N(=O)(=O))C(=O)C(=O)C(=O)(OO),WJXQGIISZCFNBU-UHFFFAOYSA-N,1.6692584499999998e-05,21.23049464,-3122671.4733328,123.01600151999999,282.98117460000003,24,6,12,1,3,96.0,27.0,toluene,0,0,1,0,2,0,0,0,0,1,0,0,1,1,1,0
93990,C1(O)C(OO)OOC1(O)C(=O)C,LUJHPAYWFNKBLG-UHFFFAOYSA-N,0.00157216227,9.0110808,-1895951.75828328,103.51023536,180.02700259600002,20,5,7,0,3,38.0,9.0,toluene,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0
93991,C1(O)C(OO)OOC1(O)C(=O)C(=O),SGPNWJHRSZRDLD-UHFFFAOYSA-N,0.19690019,13.54093024,-2090314.74182792,85.3496252,194.00626715200002,19,5,8,0,3,81.0,9.0,toluene,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0
93993,C1(O)C(OO)OOC1(O)C(=O)C(=O)(O),QBJYKZZYCHTEFU-UHFFFAOYSA-N,1.30827741e-06,9.745958560000002,-2288027.09247536,132.9976448,210.00118177200002,20,5,9,0,4,133.0,8.0,toluene,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0
93994,C1(O)C(OO)OOC1(O)C(=O)C(=O)(OO),MPBXRYSJJAJFBN-UHFFFAOYSA-N,0.0011398140599999998,13.1557512,-2485383.65446528,111.51824400000001,225.99609639200003,21,5,10,0,4,164.0,11.0,toluene,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0
94007,C1(O)C(OO)OOC1(O)C(N(=O)(=O))(OO)C(=O),KVPQXYNEPAKZGX-UHFFFAOYSA-N,4.3115862200000004e-05,13.050942000000001,-2828124.27430888,112.22425216,257.00191004400006,24,5,11,1,4,288.0,7.0,toluene,0,0,2,1,0,0,0,0,0,1,0,0,1,2,0,0
94011,C1(O)C(OO)OOC1(O)C(O)(C)C(=O)(OON(=O)(=O)),KGUOXTAKTWOEMX-UHFFFAOYSA-N,0.00148003428,10.4018424,-3129031.9250716004,111.67288463999999,287.01247472800003,28,6,12,1,4,159.0,2.0,toluene,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0
94012,C1(O)C(OO)OOC1(O)C(O)(N(=O)(=O))C(=O),QSWMFXMTZWZVRE-UHFFFAOYSA-N,9.26857224e-07,16.52466616,-2630772.06698432,126.82883888000002,241.00699542400002,23,5,10,1,4,115.0,6.0,toluene,0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0
94013,C1(O)C(OO)OOC1(O)C(O)(N(=O)(=O))C(=O)C,IQKQUIVGRSWKKM-UHFFFAOYSA-N,2.15091381e-05,16.053673279999998,-2734080.4291977603,118.14231096000002,255.02264548800002,26,6,10,1,4,108.0,4.0,toluene,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0
94020,C1(O)C(OO)OOC1(O)C(O)C(=O)C(=O)(OON(=O)(=O)),XQPVMUAONXKXDU-UHFFFAOYSA-N,1.1858417999999999e-05,11.58093544,-3323439.58796232,130.19319328,300.991739284,27,6,13,1,4,490.0,17.0,toluene,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0
94022,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))(C(=O)(O))C(=O),QNSRRRKWBMZOJV-UHFFFAOYSA-N,1.9571652399999998e-06,8.50117672,-3126066.8828452,133.83628576,284.99682466400003,26,6,12,1,4,368.0,11.0,toluene,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0
94023,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))(C(=O)(OO))C(=O),FWWVMLLVOQZKHJ-UHFFFAOYSA-N,3.56106846e-07,15.231391760000001,-3323387.45092912,141.16263712000003,300.991739284,27,6,13,1,4,258.0,8.0,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0
94024,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(=O),LFXUKVCLKUUBQS-UHFFFAOYSA-N,0.000940924683,10.944046960000001,-3860586.3308591195,113.22853768000002,345.97681749199995,29,6,15,2,3,273.0,20.0,toluene,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0
94025,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))(C(=O))C(=O),YERRSFNDLSBSKT-UHFFFAOYSA-N,0.000541958445,12.73802064,-2928358.7691672,110.43199392,269.00191004400006,25,6,11,1,3,195.0,8.0,toluene,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0
94027,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))(C)C(=O),GCZUHMSXSYUULS-UHFFFAOYSA-N,0.00016643566299999997,11.02952608,-2733970.2772808,114.52185392,255.02264548800002,26,6,10,1,3,126.0,6.0,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0
94028,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))(C)C(=O)(O),ZUPQNKGKJURVGA-UHFFFAOYSA-N,3.10064392e-06,12.792914719999999,-2931669.13624368,128.45758640000003,271.01756010800005,27,6,11,1,4,218.0,4.0,toluene,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0
94029,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))(C)C(=O)(OO),CDAKEHDTUWSVNL-UHFFFAOYSA-N,0.00027576649399999997,17.924297839999998,-3129009.6135987206,101.71140824,287.01247472800003,28,6,12,1,4,169.0,38.0,toluene,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0
94031,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))C(=O),SUNDVRDHLOWZTO-UHFFFAOYSA-N,0.000155385914,11.373450880000002,-2630699.28605328,118.11239536000002,241.00699542400002,23,5,10,1,3,107.0,21.0,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0
94038,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))C(=O)C(=O)(OON(=O)(=O)),YNRBEUOMAMMPDF-UHFFFAOYSA-N,0.000490121737,13.48904864,-3860601.6682316004,116.94305103999999,345.97681749199995,29,6,15,2,3,291.0,36.0,toluene,0,0,2,0,1,0,0,0,1,0,0,1,1,1,0,0
94041,C1(O)C(OO)OOC1(O)C(ON(=O)(=O))C(=O)C(OO),INCFDVVNRJCMKO-UHFFFAOYSA-N,9.38249152e-06,13.1609812,-3128955.22904624,127.51338312,287.01247472800003,28,6,12,1,4,458.0,40.0,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,2,0,0
94042,C1(O)C(OO)OOC1(O)C(OO)(C(=O))C(=O),LAYKGCKYWQRFNI-UHFFFAOYSA-N,2.7846921100000003e-07,14.486639760000001,-2588564.89169632,136.63425208,240.01174645600003,24,6,10,0,4,281.0,1.0,toluene,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0
94043,C1(O)C(OO)OOC1(O)C(OO)(C(ON(=O)(=O)))C(=O),CUSMUFAUZDLGTL-UHFFFAOYSA-N,6.1528235e-08,9.80817464,-3128929.06887912,137.1339472,287.01247472800003,28,6,12,1,4,484.0,19.0,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,2,0,0
94046,C1(O)C(OO)OOC1(O)C(OO)(C)C(=O)(OON(=O)(=O)),LPDDYRIRASXJSX-UHFFFAOYSA-N,0.000472508146,11.072286560000002,-3326402.6860094406,107.9999184,303.007389348,29,6,13,1,4,466.0,23.0,toluene,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0
94047,C1(O)C(OO)OOC1(O)C(OO)C(=O),DNHBDJHLCZYJFY-UHFFFAOYSA-N,3.3181397899999998e-06,9.81896936,-2290896.08951736,120.05423160000001,212.01683183600002,22,5,9,0,4,263.0,10.0,toluene,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0
94048,C1(O)C(OO)OOC1(O)C(OO)C(=O)(O),ORUGTIWWWVPWHU-UHFFFAOYSA-N,8.41110078e-09,10.1589612,-2488612.38885664,146.60100032,228.01174645600003,23,5,10,0,5,401.0,4.0,toluene,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0
94060,C1(O)C(OO)OOC1(ON(=O)(=O))C(=O)C(=O)(OON(=O)(=O)),OQQLSKMQSUVFQN-UHFFFAOYSA-N,0.00938885083,15.07344576,-3559695.4316190407,99.47388871999999,315.966252808,25,5,14,2,2,84.0,17.0,toluene,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
94067,C1(O)C(OO)OOC1(ON(=O)(=O))C(ON(=O)(=O))(C)C(=O)(O),RCDVYGLVSSRZMQ-UHFFFAOYSA-N,1.42200242e-05,12.06883168,-3468788.74652808,128.7841476,316.002638316,29,6,13,2,3,248.0,12.0,toluene,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0
94070,C1(O)C(OO)OOC1(ON(=O)(=O))C(ON(=O)(=O))C(=O)C,LIFRTPNKRZRTBF-UHFFFAOYSA-N,0.0015059412800000002,13.3116052,-3271136.15482296,108.14706968,300.007723696,28,6,12,2,2,157.0,40.0,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
94094,C1(O)C(OO)OOC1(OO)C(ON(=O)(=O))(C(=O)(OON(=O)(=O)))C(=O),VJJAICCMGKDKMZ-UHFFFAOYSA-N,0.00010900705900000002,11.91364712,-4057947.67963792,122.78747143999999,361.9717321119999,30,6,16,2,3,277.0,40.0,toluene,0,0,1,1,0,0,0,0,1,0,0,1,1,2,0,0
94100,C1(O)C(OO)OOC1(OO)C(ON(=O)(=O))C(=O),DBCJKQFVBAQONB-UHFFFAOYSA-N,0.00041529662800000004,10.34782696,-2828071.92322224,113.65304631999999,257.00191004400006,24,5,11,1,3,270.0,40.0,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0
94111,C1(O)C(OO)OOC1(OO)C(OO)C(=O),PEWDQBSZXCLVSR-UHFFFAOYSA-N,3.8678669e-07,10.64802896,-2488270.6993586402,134.95529656000002,228.01174645600003,23,5,10,0,4,344.0,39.0,toluene,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0
94114,C1(O)C(OO)OOC1C(=O)(N(=O)(=O)),XOQSDRJYIBIQNG-UHFFFAOYSA-N,0.0287787924,16.44391496,-2132285.74500176,89.66835,195.00151612000002,18,4,8,1,2,36.0,19.0,toluene,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
94115,C1(O)C(OO)OOC1C(=O)(O),GIPALNXNWYUVKR-UHFFFAOYSA-N,0.00028473417999999996,7.41806464,-1792739.93316712,111.32067552,166.01135253200002,17,4,7,0,3,45.0,28.0,toluene,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
94119,C1(O)C(OO)OOC1C(=O)C(=O)(N(=O)(=O)),NNOSRBLZBRLWGW-UHFFFAOYSA-N,0.013194258599999998,16.54219712,-2429955.3491698406,85.63317488000001,222.99643074000002,20,5,9,1,2,49.0,34.0,toluene,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
94123,C1(O)C(OO)OOC1C(=O)C(=O)(OON(=O)(=O)),HIPCFBVAGADEMW-UHFFFAOYSA-N,0.0781796105,14.919474560000001,-2824929.75499592,92.05758136,254.98625998000003,22,5,11,1,2,87.0,40.0,toluene,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
94131,C1(O)C(OO)OOC1C(=O)C(=O)C(OO),JDOGDYBRKMBLQV-UHFFFAOYSA-N,2.98180419e-06,12.116905840000001,-2390973.20936616,126.97946288,224.01683183600002,23,6,9,0,3,250.0,40.0,toluene,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0
94140,C1(O)C(OO)OOC1C(O)(C(=O)(OON(=O)(=O)))C(=O),AEPHNCXEFUFQRL-UHFFFAOYSA-N,0.000188818206,12.077283360000001,-3125806.4900571206,117.73834576000002,284.99682466400003,26,6,12,1,3,187.0,15.0,toluene,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0
94150,C1(O)C(OO)OOC1C(O)C(=O)(OON(=O)(=O)),FQAJQWVAJSPNDW-UHFFFAOYSA-N,0.0023256834499999998,9.26475672,-2828147.3862228,110.2122084,257.00191004400006,24,5,11,1,3,138.0,40.0,toluene,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0
94168,C1(O)C(OO)OOC1C(ON(=O)(=O))(C(OO))C(=O)(OO),YFVOLCFBGIZWLI-UHFFFAOYSA-N,3.62504716e-06,9.290530160000001,-3326358.0175836002,132.87283608,303.007389348,29,6,13,1,4,362.0,40.0,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0
94170,C1(O)C(OO)OOC1C(ON(=O)(=O))(C)C(=O)(O),SVZBHPNTDCZJMA-UHFFFAOYSA-N,6.07440734e-06,9.493035760000001,-2734045.0384572,130.39084544,255.02264548800002,26,6,10,1,3,181.0,40.0,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
94172,C1(O)C(OO)OOC1C(ON(=O)(=O))(C)C(=O)(OO),DZHFPYUYZVXAGC-UHFFFAOYSA-N,0.000593250534,10.269460639999998,-2931403.1573972,111.68045768,271.01756010800005,27,6,11,1,3,89.0,10.0,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
94179,C1(O)C(OO)OOC1C(ON(=O)(=O))C(=O)(OON(=O)(=O)),IFJZCGCZOUHBKV-UHFFFAOYSA-N,0.00623593502,11.94138704,-3365305.25935456,105.6257076,301.986988252,26,5,13,2,2,169.0,40.0,toluene,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
94190,C1(O)C(OO)OOC1C(OO)(C(=O)(OON(=O)(=O)))C(=O)(OON(=O)(=O)),OTHRQBDNKNGYFC-UHFFFAOYSA-N,2.7142568e-05,14.073888160000001,-4255401.606278481,127.48012032,377.9666467319999,31,6,17,2,3,430.0,40.0,toluene,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0
94191,C1(O)C(OO)OOC1C(OO)(C(=O))C(=O),TXFDNSKURHIGQZ-UHFFFAOYSA-N,1.6752327e-05,7.612788,-2390942.8173340796,122.0309624,224.01683183600002,23,6,9,0,3,236.0,36.0,toluene,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0
94192,C1(O)C(OO)OOC1C(OO)(C(ON(=O)(=O)))C(=O)(OO),UJPXAZZDXAGKCL-UHFFFAOYSA-N,1.1409553699999998e-06,12.36907552,-3326371.6417754404,133.60888536000002,303.007389348,29,6,13,1,4,362.0,22.0,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0
94196,C1(O)C(OO)OOC1C(OO)(C)C(=O)(OO),RUNIUCGQGCJWER-UHFFFAOYSA-N,1.3597243899999999e-11,6.511642880000001,-2591600.9921336,160.65526552,242.02739652000002,26,6,10,0,4,230.0,2.0,toluene,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0
94198,C1(O)C(OO)OOC1C(OO)C(=O),QQMGUWRWADKIAV-UHFFFAOYSA-N,3.00468015e-05,8.3489628,-2093277.0647053597,118.15201783999998,196.02191721600002,21,5,8,0,3,162.0,40.0,toluene,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0
94201,C1(O)C(OO)OOC1C(OO)C(=O)(OON(=O)(=O)),PREHMAHTAJPDMF-UHFFFAOYSA-N,0.00012621180700000002,11.540392480000001,-3025520.1323012803,116.50046752,272.99682466400003,25,5,12,1,3,223.0,40.0,toluene,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0
94204,C1(O)C(OO)OOC1C(OO)C(=O)C(=O)(O),BHEJKRRWOAWWPO-UHFFFAOYSA-N,5.1058082500000004e-09,8.68644424,-2588669.98101512,152.63863784,240.01174645600003,24,6,10,0,4,337.0,40.0,toluene,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0
94205,C1(O)C(OO)OOC1C(OO)C(=O)C(=O)(OON(=O)(=O)),AFELYSVSFOKMGW-UHFFFAOYSA-N,0.000499179481,10.897646400000001,-3323183.01290688,116.11959800000001,300.991739284,27,6,13,1,3,296.0,40.0,toluene,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0
94212,C1(O)C2(N(=O)(=O))OOC1(O)C=C(OO)C2(=O),ABUAHAGQXQEXPT-UHFFFAOYSA-N,1.9465070600000002e-05,14.564211120000001,-2530051.12221112,120.31066896000002,234.99643074000002,21,6,9,1,3,9.0,2.0,toluene,1,1,2,0,1,0,0,0,0,1,0,0,1,1,0,0
94213,C1(O)C2(N(=O)(=O))OOC1C(O)(OO)C(ON(=O)(=O))C2(=O),APQDZPGLKAXTOZ-UHFFFAOYSA-N,0.000177018891,15.144406400000001,-3268018.98440672,113.71028344,297.992073632,26,6,12,2,3,35.0,15.0,toluene,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0
94215,C1(O)C2(N(=O)(=O))OOC1C(ON(=O)(=O))C(O)(OO)C2(=O),FERVNYMJNMOMHN-UHFFFAOYSA-N,0.00407606425,15.001732,-3268009.3763528,102.27461648,297.992073632,26,6,12,2,3,35.0,12.0,toluene,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0
94220,C1(O)C2(N(=O)(=O))OOC1C(OO)=C(C)C2(=O),IGERJODYZSMYIX-UHFFFAOYSA-N,5.852850160000001e-05,11.54411624,-2435732.77234936,109.50063552,233.01716618400002,23,7,8,1,2,3.0,1.0,toluene,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
94222,C1(O)C2(N(=O)(=O))OOC1C(OO)C(=O)C2(=O),JGBCMJQRGFTJNW-UHFFFAOYSA-N,0.000784828008,18.231528960000002,-2530028.53292064,99.91291584000001,234.99643074000002,21,6,9,1,2,3.0,2.0,toluene,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0
94223,C1(O)C2(N(=O)(=O))OOC1C(OO)C(O)(N(=O)(=O))C2(=O),OSFSEDCUKDSPOA-UHFFFAOYSA-N,0.00036999205,15.91016208,-3070479.61785024,107.49516064000001,281.997159012,25,6,11,2,3,16.0,7.0,toluene,0,0,2,0,1,0,0,0,0,2,0,0,1,1,0,0
94228,C1(O)C2(N(=O)(=O))OOC1C=C(C2(=O))C(=O)(OO),LNOCIEZHMDYRSZ-UHFFFAOYSA-N,5.464681e-06,13.4425644,-2630180.4758690405,121.29286296000002,246.99643074000002,22,7,9,1,2,7.0,5.0,toluene,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
94231,C1(O)C2(N(=O)(=O))OOC1C=C(OO)C2(=O),PERUXLODLFMTGG-UHFFFAOYSA-N,0.00017722953799999998,12.4750144,-2332439.2699048,106.11469168,219.00151612000002,20,6,8,1,2,7.0,5.0,toluene,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
94236,C1(O)C2(O)OOC1(C(=O)(OON(=O)(=O)))C(ON(=O)(=O))C(O)C2(=O),URRXKSJTDYAGPY-UHFFFAOYSA-N,0.0018640422000000003,13.19930664,-3763324.2373392805,113.65760688000002,341.9819028719999,29,7,14,2,3,32.0,16.0,toluene,0,0,3,0,1,0,0,0,1,0,0,1,1,0,0,0
94240,C1(O)C2(O)OOC1(C(O))C(ON(=O)(=O))C(O)C2(=O),MTRVCUXDGBHQHE-UHFFFAOYSA-N,2.48847268e-07,7.251248560000001,-2834300.80201008,141.80718232,267.022645488,27,7,10,1,4,32.0,3.0,toluene,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0
94241,C1(O)C2(O)OOC1(C(O))C(OO)C(O)C2(=O),PQAYOEWPUDLMOC-UHFFFAOYSA-N,3.00496207e-07,0.77337056,-2494505.908664,145.53148624,238.03248190000002,26,7,9,0,5,78.0,6.0,toluene,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0
94249,C1(O)C2(O)OOC1(C)C(OO)C(O)C2(=O),IHITYLINWVNJBA-UHFFFAOYSA-N,2.8676204400000002e-05,4.00145208,-2296910.60960056,123.36381743999999,222.03756728000002,25,7,8,0,4,19.0,5.0,toluene,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0
94261,C1(O)C2(O)OOC1C(=O)C(ON(=O)(=O))C2(O)(N(=O)(=O)),OGUVEEYXZBDVQV-UHFFFAOYSA-N,1.78379235e-05,16.96373512,-3070641.15506112,116.46293703999999,281.997159012,25,6,11,2,3,16.0,1.0,toluene,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0
