Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind,Dipole X,Dipole Y,Dipole Z,Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV),Cavity surface area,Cavity volume,1_Ele,2_Ele,3_Ele,4_Ele,5_Ele,1_Nuc,2_Nuc,3_Nuc,4_Nuc,5_Nuc,1_Population,1_Net charge,1_Effective V,1_polarizabilities,1_Isotropic,1_Anisotropy,2_Population,2_Net charge,2_Effective V,2_polarizabilities,2_Isotropic,2_Anisotropy,3_Population,3_Net charge,3_Effective V,3_polarizabilities,3_Isotropic,3_Anisotropy,4_Population,4_Net charge,4_Effective V,4_polarizabilities,4_Isotropic,4_Anisotropy,5_Population,5_Net charge,5_Effective V,5_polarizabilities,5_Isotropic,5_Anisotropy,1_NBO,2_NBO,3_NBO,4_NBO,5_NBO,Volume (right),Overall_surface (right),Fast_dis (right),Radius (right),Lengh_X (right),Lengh_Y (right),Lengh_Z (right),Mulliken (right),Hardness (right),Ele_ind (right),Softness (right),Nuc_ind (right),Dipole X (right),Dipole Y (right),Dipole Z (right),Dipole Tot (right),HOMO(a.u.) (right),HOMO(eV) (right),LUMO(a.u.) (right),LUMO(eV) (right),gap(a.u.) (right),gap(eV) (right),Temp (K),∆∆G (Kcal/mol)
2957,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3047.16719,1461.41216,12.374,7.387,14.613,10.778,8.113,0.111013,0.356731,0.017273,2.803232,0.107391,-0.0928,-0.8694,-2.3882,2.5432,-0.227806,-6.198929,0.009282,0.252589,0.237089,6.451517,298.15,1.40788868871824
2958,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3323.75951,1716.19568,16.264,9.332,18.641,13.163,8.25,0.105762,0.321673,0.017387,3.108748,0.126052,1.7005,2.0664,0.675,2.76,-0.209145,-5.691136,0.007723,0.210145,0.216868,5.901281,298.15,1.48848510049963
2959,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,2580.92563,1327.15776,13.172,7.786,15.555,10.115,7.831,0.108086,0.374094,0.015614,2.673122,0.104394,-2.1343,-1.0652,-0.2665,2.4002,-0.230804,-6.280504,0.011417,0.310663,0.242221,6.591167,298.15,1.96511826580124
2960,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,2871.85167,1396.8314,12.375,7.387,14.131,10.29,7.552,0.110726,0.368818,0.016621,2.711363,0.102484,1.8873,-1.167,0.7474,2.3415,-0.232714,-6.332473,0.00831,0.226123,0.241024,6.558596,298.15,1.96511826580124
2961,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3132.06734,1525.06639,13.29,7.845,15.641,12.39,9.124,0.108109,0.372429,0.015691,2.685075,0.105388,-0.7078,2.2012,-0.3909,2.345,-0.22981,-6.25345,0.012307,0.334887,0.242117,6.588337,298.15,1.74451448422234
2962,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3041.83334,1548.95784,14.129,8.265,16.326,10.913,8.109,0.109898,0.327863,0.018419,3.050052,0.114771,0.2393,2.3984,-0.2385,2.4221,-0.220427,-5.998125,0.00498,0.135512,0.225407,6.133637,298.15,1.81004836839238
2963,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,2816.3284,1433.00578,13.556,7.978,15.879,12.615,6.92,0.104681,0.359703,0.015232,2.780074,0.103432,1.6621,-3.17,-0.2402,3.5873,-0.231766,-6.306663,0.010412,0.283332,0.242178,6.589995,298.15,1.88292607790766
2964,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3555.11298,1816.54572,17.532,9.966,19.772,13.531,7.526,0.100624,0.346979,0.01459,2.882019,0.110444,-2.1871,0.7326,-0.5495,2.3711,-0.224752,-6.11582,0.007813,0.212591,0.232565,6.32841,298.15,1.88292607790766
2965,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3183.59069,1558.08895,13.294,7.847,15.521,13.229,7.921,0.104847,0.35681,0.015404,2.802615,0.102793,1.6945,1.56,0.5466,2.3672,-0.232405,-6.324074,0.008512,0.231627,0.240918,6.5557,298.15,1.88292607790766
2966,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,2570.76139,1261.69499,11.485,6.942,13.793,9.538,7.216,0.112088,0.358958,0.0175,2.785842,0.100403,0.6693,-1.6016,-0.7032,1.8729,-0.234796,-6.389124,0.001707,0.046438,0.236503,6.435562,298.15,1.48848510049963
2967,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3325.27336,1643.78715,16.219,9.31,18.516,10.063,8.72,0.104188,0.352468,0.015399,2.837133,0.105048,0.067,1.0306,2.0948,2.3355,-0.230148,-6.262643,0.008247,0.224414,0.238395,6.487057,298.15,1.68491878774143
2968,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3256.74814,1587.21209,12.844,7.622,14.513,11.526,7.322,0.109588,0.329139,0.018244,3.038229,0.108172,0.3783,1.6561,0.09,1.7011,-0.227026,-6.177686,0.006374,0.173439,0.2334,6.351125,298.15,2.05951101582029
2969,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,2707.67584,1352.61866,11.546,6.973,13.541,10.881,7.769,0.110631,0.357134,0.017135,2.800066,0.104519,-1.2205,-2.3705,-0.8729,2.8055,-0.230679,-6.277092,0.001495,0.040687,0.232174,6.317779,298.15,1.74451448422234
2970,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3036.33093,1557.40283,14.68,8.54,17.41,11.238,7.559,0.103186,0.341657,0.015582,2.926916,0.128206,-0.9808,1.473,-1.7779,2.5085,-0.206992,-5.632537,0.006849,0.186381,0.213841,5.818918,298.15,1.81004836839238
2971,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3107.08561,1559.60305,14.67,8.535,16.434,11.309,8.501,0.098695,0.334325,0.014568,2.991105,0.136387,-4.0323,1.9594,2.0646,4.9357,-0.19881,-5.409888,0.012333,0.335589,0.211142,5.745476,298.15,1.74451448422234
2972,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3107.75426,1517.28647,13.621,8.011,15.845,9.76,8.582,0.110629,0.336707,0.018174,2.969943,0.12034,5.5834,-1.0488,-2.7048,6.2921,-0.214857,-5.846568,-0.004454,-0.121206,0.210403,5.725362,298.15,1.81004836839238
2973,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3503.95381,1783.89659,17.726,10.063,19.652,14.08,9.113,0.099463,0.307105,0.016107,3.256212,0.130264,2.0728,1.2656,-1.7027,2.9661,-0.204933,-5.576509,0.009108,0.247853,0.214041,5.824362,298.15,1.74451448422234
2974,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3155.81546,1522.01015,13.01,7.865,15.567,10.668,7.844,0.125125,0.3359,0.023305,2.977075,0.095916,6.9089,1.3377,1.4834,7.1918,-0.239283,-6.51123,-0.023086,-0.628203,0.216197,5.883027,298.15,1.74451448422234
2975,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3705.5118,1826.02686,16.141,9.27,17.175,14.407,7.068,0.0971,0.341114,0.01382,2.931574,0.129805,-3.2203,-0.1242,-0.075,3.2235,-0.205393,-5.589019,0.00975,0.265324,0.215143,5.854343,298.15,1.88292607790766
2976,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3075.0687,1510.90258,13.758,8.079,15.923,11.24,8.135,0.099346,0.346153,0.014256,2.888894,0.129827,1.7734,0.2145,1.1325,2.115,-0.20537,-5.5884,0.009121,0.248182,0.21449,5.836583,298.15,1.81004836839238
2977,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,2390.49861,1281.19458,16.181,9.291,18.578,8.191,6.91,0.09709,0.347517,0.013563,2.877561,0.131342,-2.0241,-1.5676,-0.5431,2.6171,-0.203856,-5.547193,0.010756,0.292677,0.214611,5.83987,298.15,1.74451448422234
2978,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,2643.90144,1328.74826,13.916,8.158,16.1,9.429,8.155,0.100786,0.344174,0.014757,2.905504,0.128786,-1.5706,-0.1643,2.1767,2.6892,-0.206411,-5.616736,0.006546,0.178137,0.212958,5.794872,298.15,1.81004836839238
2979,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,4430.1823,2121.51384,18.727,10.564,21.042,11.508,9.249,0.101284,0.312168,0.016431,3.203404,0.133456,-4.0101,-0.3241,-0.7104,4.0854,-0.201741,-5.489642,0.008458,0.230161,0.210199,5.719803,298.15,1.81004836839238
2980,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,3747.06575,1854.96883,16.479,9.714,19.088,14.249,8.726,0.075787,0.39216,0.007323,2.549976,0.113923,-4.8611,-1.1055,-2.2284,5.4606,-0.221274,-6.021178,-0.01423,-0.38722,0.207044,5.633957,298.15,1.68491878774143
2981,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,4231.20825,1999.5107,14.627,8.513,16.461,14.251,9.836,0.146685,0.257888,0.041717,3.877654,0.104267,-2.0226,4.9822,0.5486,5.4051,-0.230931,-6.283949,-0.073411,-1.997616,0.15752,4.286333,298.15,1.88292607790766
2982,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,4985.17793,2472.84281,22.082,12.241,24.913,11.419,8.549,0.050989,0.399603,0.003253,2.502481,0.129117,-5.2164,1.9603,-3.2547,6.4534,-0.206079,-5.607702,-0.056077,-1.52593,0.150002,4.081772,298.15,1.74451448422234
2983,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,4426.78556,2190.18107,21.681,12.04,24.005,14.694,8.979,0.143735,0.273352,0.03779,3.658285,0.101355,-0.8996,0.0786,2.9064,3.0435,-0.233843,-6.363179,-0.066295,-1.803967,0.167548,4.559212,298.15,1.68491878774143
2984,2021.28272,1108.77465,14.406,8.403,16.789,7.61,7.258,0.135069,0.311418,0.029291,3.211118,0.093432,0,0.2811,0,0.2811,-0.241765,-6.578754,-0.043038,-1.171121,0.198727,5.407633,328.247,312.008,0.06914,0.0299,0.01355,0.01445,0.08246,0.04336,0.06114,0.03723,0.03032,0.07754,5.47432058,0.52567942,29.97,11.221,38.8254,70.8066,8.48681738,-0.48681738,20.166,5.367,159.5233,181.2389,6.05199983,-0.05199983,28.24,10.574,115.2665,69.3059,6.10870779,-0.10870779,29.656,11.104,118.5773,52.9389,7.44743006,-0.44743006,24.741,7.263,12.5441,284.5132,0.50836,-0.53253,0.0834,-0.11483,-0.4488,5411.04723,2508.91774,19.815,11.108,22.191,12.778,10.573,0.126287,0.24939,0.031975,4.009784,0.129839,1.373,1.5126,4.4477,4.8944,-0.205357,-5.588058,-0.050256,-1.367529,0.155102,4.22053,298.15,1.74451448422234
